"","completion_code","condition","source_type","intercept_initial_confidence_data","intercept_initial_confidence_sd_data","slope_initial_confidence_data","slope_initial_confidence_sd_data","intercept_com_data","intercept_com_sd_data","slope_com_data","slope_com_sd_data","intercept_source_only_data","intercept_source_only_sd_data","slope_source_only_data","slope_source_only_sd_data","intercept_final_data","intercept_final_sd_data","slope_indep_data","slope_indep_sd_data","slope_news_data","slope_news_sd_data","intercept_initial_confidence_model","intercept_initial_confidence_sd_model","slope_initial_confidence_model","slope_initial_confidence_sd_model","intercept_com_model","intercept_com_sd_model","slope_com_model","slope_com_sd_model","intercept_source_only_model","intercept_source_only_sd_model","slope_source_only_model","slope_source_only_sd_model","intercept_final_model","intercept_final_sd_model","slope_indep_model","slope_indep_sd_model","slope_news_model","slope_news_sd_model"
"1","0fa5xdrz","Without","helpful",0.154875103491535,0.617783141877009,0.635259402475991,0.325973664631096,-0.0100251889168766,0.0705168631661061,0.074911838790932,0.0485787119000203,-0.0229182138397913,0.874077012708674,0.479839007880186,0.419451669154998,0.0735395881311817,0.645674717729983,0.847769810419952,0.46881892634256,0.0765526593844854,0.331618820974109,0.0918905989445286,0.590192630829823,0.511696773316946,0.303480777642115,-0.0100251889168766,0.0705168631661061,0.074911838790932,0.0485787119000203,0.0978011286270875,0.859048076620393,0.4111383633716,0.403700464179158,0.0863771325234264,0.74777690848271,0.901775472075303,0.514096974329279,0.458932077201552,0.377330027796747
"2","0fa5xdrz","Without","random",-0.0672143444225534,0.543328555193749,0.376859966426373,0.46306159533328,-0.0163275862068966,0.0650325711482074,0.208586206896552,0.0377720794257592,0.0931743697146571,0.847221825352928,0.353843492752606,0.391958672850516,-0.197516195638184,0.684127456069688,0.904810402409719,0.396080951535798,-0.19356239196317,0.526210339148404,0.0349790362371845,0.534205567009414,0.12371482667569,0.441472182626318,-0.0163275862068966,0.0650325711482074,0.208586206896552,0.0377720794257592,0.0253271900250291,0.814835857189338,0.111724788051582,0.360296207284584,0.05382712807251,0.673690070222595,0.91358718931003,0.406426226344822,0.0624600584741183,0.506682748926522
"3","0fa5xdrz","Without","opposite",-0.0242080218411966,0.545012856519229,-0.155117860823814,0.35301377757644,-0.0249375,0.0313934157026464,0.176375,0.0242308504717299,0.00663298758172401,0.814434510399021,-0.10631770249046,0.359938705236341,-0.070827242706567,0.598354527027404,0.70921909161291,0.462651568841276,-0.104912081177022,0.384586953814856,-0.0178613395356252,0.544220815314619,-0.131024285531128,0.352048754420913,-0.0249375,0.0313934157026464,0.176375,0.0242308504717299,-0.00729861166132722,0.811971757498139,-0.0531687464840758,0.35747820773119,-0.0391373013625657,0.619801735289272,0.840402198004331,0.502610864505246,-0.171319415216626,0.394471291746841
"4","0fa5xdrz","Without","bluebias",0.0373734517421359,0.765380286488956,0.070638987614032,0.427720740360779,-0.0545859872611465,0.0303144291946078,0.14859872611465,0.0168154198227048,0.026442972825988,0.813111601310182,0.0807533808202194,0.358570357730006,-0.35449480091282,0.994241539599713,0.515742878631114,0.379749619087978,0.159321462777514,0.571288391869579,-0.0481706480636859,0.766640269064401,0.15330738318905,0.429908699020708,-0.0545859872611465,0.0303144291946078,0.14859872611465,0.0168154198227048,-0.210060300743844,0.825856885833511,0.189059918398211,0.368166927108465,-0.426852106228152,1.12190501513642,0.814460266989213,0.467309820861002,0.364754122757558,0.629014768155864
"5","0xzs6x9a","Without","helpful",-0.00670279752593957,0.65439622418516,1.02216120029062,0.476167083140029,-0.115871212121212,0.114226268203093,0.0581060606060606,0.0680035302260237,0.23597882729291,0.95757275068744,0.749621000524697,0.502401561629596,-0.0579784352731301,0.871662955544992,1.11195238789683,0.695659356930005,0.144959622441261,0.488334090085808,-0.025914111097572,0.652797915757636,1.01463508489352,0.474357446693126,-0.115871212121212,0.114226268203093,0.0581060606060606,0.0680035302260237,-0.000570618345733771,0.92469536058112,0.66298747330901,0.471733761635482,0.131959076613783,1.06117417138911,1.76834235883582,0.991950662589413,0.415046627936989,0.595711019852964
"6","0xzs6x9a","Without","random",-0.14960240656012,0.66794737584076,1.07746843550793,0.486059786527596,0.0492132867132867,0.10211264217886,0.226328671328671,0.0593088472846014,-0.0759661883774543,0.974985800234594,0.817611442951979,0.526072119181011,0.109961063833363,0.711543480048282,1.00636091454483,0.427911176235815,0.0139571860786613,0.387443127755324,-0.0439156954595265,0.649750241763559,0.998754024936726,0.467133110737394,0.0492132867132867,0.10211264217886,0.226328671328671,0.0593088472846014,0.000299562564254281,0.924591622436329,0.662646319460759,0.471623995188221,0.727533761481642,1.09986314198592,1.85720653336471,0.756412823662733,0.21368373823965,0.47776582692823
"7","0xzs6x9a","Without","opposite",0.172760382613844,0.673541515101065,0.942009633300496,0.449062002253137,0.0166477272727273,0.0669831402601805,0.380340909090909,0.0380001134625076,0.0601353308050354,0.927168914470833,0.669909110510667,0.474063344793308,-0.048947314703521,0.680114182327353,0.672366348866396,0.487489612741226,-0.201415546855761,0.464203746071054,0.0956389763674387,0.676041510470758,0.954277822599103,0.452080614426858,0.0166477272727273,0.0669831402601805,0.380340909090909,0.0380001134625076,-0.00121188380342039,0.924453450930811,0.662191215686814,0.471477678240578,-0.347103162623772,0.877289454763304,1.13927175267295,0.704098972832799,-0.42282573371899,0.589985500266696
"8","0xzs6x9a","Without","bluebias",-0.356011035299312,0.815759841325607,1.44262806803239,0.606172869881412,-0.150618811881188,0.0603673611779738,0.0795544554455446,0.0415867710950421,0.0639222056368823,0.955962464468769,0.760739690345681,0.505084020157184,-0.500603105638342,0.942567195841936,0.888935015341181,0.569127563292659,0.575059978102825,0.57183282784559,0.124313762997514,0.726151247074583,1.00411089408004,0.513113130242818,-0.150618811881188,0.0603673611779738,0.0795544554455446,0.0415867710950421,-2.16786517306062e-05,0.92497166965182,0.663895978260298,0.472026265798567,-0.651520998926128,1.23944546425506,1.57283537684049,0.868367424212618,0.765713794135635,0.702137596138239
"9","0yvl4gzf","Without","helpful",0.212571061259082,0.829632836400817,1.17297501745298,0.486527694925207,0.00113636363636362,0.0610882452108299,0.0546969696969697,0.0517612030936243,-0.181267353382554,0.910391202318955,0.603605622496625,0.454173647661459,0.135639971070619,0.698475772798366,0.967984581854005,0.668692984862509,0.389582492823499,0.324284171909242,-0.28168320167561,0.832455677067158,1.1568580105902,0.458639688212309,0.00113636363636362,0.0610882452108299,0.0546969696969697,0.0517612030936243,-0.0475998865104158,0.954136477022662,0.755700685041838,0.503239167689081,-0.380676974498142,0.869833667958599,0.753637749418796,0.747289506409022,0.932723325036899,0.463581955760575
"10","0yvl4gzf","Without","random",0.0986637135179705,0.610899421156426,0.930044098677253,0.571881484784011,-0.0464285714285714,0.0704977475054422,0.210759493670886,0.0419701683226584,-1.08858344118324,0.932417938444353,-0.00526436325857619,0.387830237583489,0.202092613013995,0.758753834815622,1.0607209123708,0.46643791130185,0.189771912541292,0.520388156317678,0.0291064416106019,0.593012485014479,0.748144616715812,0.526413656499131,-0.0464285714285714,0.0704977475054422,0.210759493670886,0.0419701683226584,-0.0173058070783119,0.915063459459434,0.630758479844714,0.461569906695735,0.248119363900798,0.831179094967975,1.26750869792695,0.543969680362804,0.318134497503642,0.559191897888714
