"","completion_code","condition","source_type","block_half","slope_data","slope_sem_data","intercept_data","intercept_sem_data","slope_model","slope_sem_model","intercept_model","intercept_sem_model"
"1","0fa5xdrz","Without","helpful",1,0.621798782754968,0.428138320326887,-0.0269354599839573,0.573061405892077,0.332267613348517,0.381821064826985,0.0624247671772041,0.549072238048602
"2","0fa5xdrz","Without","random",1,0.97486215009479,0.564885983219199,0.156843575716869,0.615702234066156,0.25257077127514,0.472959727330756,0.0515745871325126,0.56280464119238
"3","0fa5xdrz","Without","opposite",1,-0.00149911280773199,0.308865965241309,0.0281973292649831,0.534881769139497,0.10153946176684,0.310784372943096,0.0330588543277146,0.536444837388349
"4","0fa5xdrz","Without","bluebias",1,0.351807393266092,0.364298399938736,0.285609503777659,0.66671027822347,0.142069860930704,0.346570226828678,0.187221863967301,0.651254553499481
"5","0fa5xdrz","Without","helpful",2,0.635259402475991,0.325973664631096,0.154875103491535,0.617783141877009,0.511696773316946,0.303480777642115,0.0918905989445286,0.590192630829823
"6","0fa5xdrz","Without","random",2,0.376859966426373,0.46306159533328,-0.0672143444225534,0.543328555193749,0.12371482667569,0.441472182626318,0.0349790362371845,0.534205567009414
"7","0fa5xdrz","Without","opposite",2,-0.155117860823814,0.35301377757644,-0.0242080218411966,0.545012856519229,-0.131024285531128,0.352048754420913,-0.0178613395356252,0.544220815314619
"8","0fa5xdrz","Without","bluebias",2,0.070638987614032,0.427720740360779,0.0373734517421359,0.765380286488956,0.15330738318905,0.429908699020708,-0.0481706480636859,0.766640269064401
"9","0xzs6x9a","Without","helpful",1,1.12763182944059,0.533030753876636,0.11686016116053,0.742604970754193,0.960883195369567,0.476859062725227,0.163806324983347,0.70641261281283
"10","0xzs6x9a","Without","random",1,1.16887273684891,0.610192329218441,0.231830735517942,0.620256701824467,0.974169313540317,0.560804657809966,-0.0184214377705624,0.59487676551154
"11","0xzs6x9a","Without","opposite",1,0.922697766394648,0.433252528583192,-0.192628458482198,0.653281469733443,0.92525409961099,0.434102729881314,-0.144666064435748,0.653383692781841
"12","0xzs6x9a","Without","bluebias",1,0.387186156679282,0.963347791440679,1.69540268536913,1.5233657201544,0.792780168896226,0.885685976849044,0.563165315363693,1.27533561952862
"13","0xzs6x9a","Without","helpful",2,1.02216120029062,0.476167083140029,-0.00670279752593957,0.65439622418516,1.01463508489352,0.474357446693126,-0.025914111097572,0.652797915757636
"14","0xzs6x9a","Without","random",2,1.07746843550793,0.486059786527596,-0.14960240656012,0.66794737584076,0.998754024936726,0.467133110737394,-0.0439156954595265,0.649750241763559
"15","0xzs6x9a","Without","opposite",2,0.942009633300496,0.449062002253137,0.172760382613844,0.673541515101065,0.954277822599103,0.452080614426858,0.0956389763674387,0.676041510470758
"16","0xzs6x9a","Without","bluebias",2,1.44262806803239,0.606172869881412,-0.356011035299312,0.815759841325607,1.00411089408004,0.513113130242818,0.124313762997514,0.726151247074583
"17","0yvl4gzf","Without","helpful",1,1.03750729224564,0.459257393216306,0.339274884229362,0.727137064953882,1.01895373981013,0.45763859578111,0.108171327444708,0.720169868527857
"18","0yvl4gzf","Without","random",1,1.04093573467342,0.55632161634425,-0.10785028071084,0.612608395154073,0.88511338408614,0.505558031231756,0.110742799693301,0.594507935587997
"19","0yvl4gzf","Without","opposite",1,0.21546068364141,0.318522777464707,-0.33995195439927,0.547800586491632,0.187867456768976,0.314462666027854,-0.00115994264738212,0.538738237552964
"20","0yvl4gzf","Without","bluebias",1,1.38513508559287,0.579090147035101,-0.0333233248626627,0.863030858476147,0.981252732777081,0.444983832931344,-0.181676242419927,0.760079662977703
"21","0yvl4gzf","Without","helpful",2,1.17297501745298,0.486527694925207,0.212571061259082,0.829632836400817,1.1568580105902,0.458639688212309,-0.28168320167561,0.832455677067158
"22","0yvl4gzf","Without","random",2,0.930044098677253,0.571881484784011,0.0986637135179705,0.610899421156426,0.748144616715812,0.526413656499131,0.0291064416106019,0.593012485014479
"23","0yvl4gzf","Without","opposite",2,-0.337850400203473,0.402087986336329,0.0934108884966365,0.579163422362623,-0.24319082023506,0.395812442658898,0.250262584251464,0.578538917670664
"24","0yvl4gzf","Without","bluebias",2,1.30495679762891,0.617469453993194,0.140704958031992,0.718514116158982,1.04431575148688,0.50294181485984,-0.105459433732383,0.681380485544758
"25","1p4xgcv2","Without","helpful",1,3.19075091008365,1.48354651367727,-0.228134303053674,1.15055564330308,2.13952843627475,0.926103595761125,-0.044916107603786,0.911082201195161
"26","1p4xgcv2","Without","random",1,4.20080624039897,1.87452973943778,0.109251358771496,1.19492514602565,2.3193201608274,1.0149820246001,0.140633164063166,0.834743698699108
"27","1p4xgcv2","Without","opposite",1,3.00292384159193,1.42010609853758,0.278082658266727,1.12001111654662,1.83889253080224,0.790000453037872,0.197869480998067,0.86482187092556
"28","1p4xgcv2","Without","bluebias",1,2.47862862916741,1.09747787781307,-0.574178036943692,1.15595055167972,1.99099582546114,0.842161940458831,-0.354893198258745,0.99337811420848
"29","1p4xgcv2","Without","helpful",2,3.82057245378357,1.7954895913778,0.528111972813351,1.17768886697314,2.13815266761172,0.987184293572684,0.313322570470344,0.85056402820887
"30","1p4xgcv2","Without","random",2,3.56188618656891,1.61621035061538,-0.0455500968756117,1.13151686648461,2.18267705912945,0.967280839851527,0.0246142132306611,0.871752925509259
"31","1p4xgcv2","Without","opposite",2,2.72817791616211,1.20522292202712,0.457649675832118,1.17413078487911,1.93643711247946,0.807779995796462,0.0741638979206704,0.920289025361373
"32","1p4xgcv2","Without","bluebias",2,2.98242035023877,1.43922185434648,0.31915345918347,1.0577352455228,1.80860153383417,0.851574444849456,0.207052172987922,0.846771669259012
"33","1rfyqzvl","Without","helpful",1,0.621699099406138,0.38140932974556,-0.0555721822368816,0.585078360619971,0.428428969986205,0.34991702804556,0.0242956475992223,0.559974873800704
"34","1rfyqzvl","Without","random",1,0.562325018191224,0.385515155546989,-0.232220166794671,0.573468445129886,0.435025818864002,0.370414066865383,0.0474148701067443,0.555315706934232
"35","1rfyqzvl","Without","opposite",1,0.711400606357623,0.436800506576918,-0.0671774514181861,0.590581499044599,0.328910147364977,0.380678875610625,0.0452813001674423,0.554349632970843
"36","1rfyqzvl","Without","bluebias",1,0.404331091804428,0.429745292875218,0.285637360527551,0.84106648328837,0.442540895769365,0.430478767547469,0.188535550034937,0.839315271115598
"37","1rfyqzvl","Without","helpful",2,0.677009069904559,0.489448021808923,0.00235465298862478,0.56719524443213,0.426991095641131,0.446368026478199,0.0113448777820961,0.549287554938695
"38","1rfyqzvl","Without","random",2,0.540952718320917,0.420174041245373,0.258744976408221,0.564613025572612,0.423781480745168,0.407783067430028,-0.00590962856055222,0.549957705975861
"39","1rfyqzvl","Without","opposite",2,0.617657295948346,0.422123182611171,-0.299385425711772,0.586085044025249,0.326846998547958,0.381245748813585,-0.0121253338538726,0.554592529483793
"40","1rfyqzvl","Without","bluebias",2,0.563473749859007,0.412378881492636,-0.171323005143982,0.622691154373178,0.439648850909565,0.398125926523791,0.0609783645616893,0.608515931123879
"41","1rtsn438","Without","helpful",1,-0.0049142885012473,0.318083293127,0.0145562015661527,0.533507735779168,0.102987792821749,0.320391739700714,0.0855172047884025,0.535369629952484
"42","1rtsn438","Without","random",1,0.369878749910305,0.407379144657292,0.368529521850319,0.56058755587858,0.11522297451219,0.380741650310225,0.106177392790032,0.541124576659347
"43","1rtsn438","Without","opposite",1,0.960759139146801,0.420965913267008,-0.35523996089393,0.698440753791425,0.204971763453621,0.270168343306279,0.0928353613509857,0.542333866882966
"44","1rtsn438","Without","bluebias",1,-0.0846018332659762,0.40771267893174,0.0821705499356901,0.571640596067714,0.202950316705978,0.413633268206304,0.0945439941597546,0.57367125171901
"45","1rtsn438","Without","helpful",2,-0.0967189327073009,0.286620408266642,0.301563355866449,0.54247540585111,0.14836842280097,0.287004812009508,0.00650291863141789,0.5383108267742
"46","1rtsn438","Without","random",2,-0.20582904299831,0.394579623938703,0.344825860525841,0.549798657722081,0.147522438549068,0.382028255167034,-0.0098661393023104,0.540913302826833
"47","1rtsn438","Without","opposite",2,-0.217566092456942,0.407693925073982,-0.220370528328996,0.546488002403938,0.14746815014031,0.400953366691247,0.0106069676209322,0.541637368532478
"48","1rtsn438","Without","bluebias",2,0.68460540096823,0.452726849428233,-0.794322287067082,0.80588025071939,0.147878293929341,0.378307303469525,0.055828173381561,0.686346305815156
"49","2p2qngsy","Without","helpful",1,1.43234157748792,0.586252438150848,-0.193737459105336,0.791605523166338,0.88893902566925,0.423872769635291,-0.0593632231543894,0.659494409036405
"50","2p2qngsy","Without","random",1,0.294672019360317,0.564777803081849,0.627810767056269,0.589028817712585,0.363153601441772,0.55196759041341,0.0781540644210755,0.562201566912725
"51","2p2qngsy","Without","opposite",1,1.06810680033975,0.595152912460583,-0.5552316295115,0.67379165310859,0.405152674553067,0.445997809970123,0.042624408008882,0.575496738685912
"52","2p2qngsy","Without","bluebias",1,0.822836827722215,0.442728834977869,-0.141919631456483,0.670585633409361,0.748962422933407,0.430033063671591,-0.0155625988861371,0.657448677791686
"53","2p2qngsy","Without","helpful",2,1.17846015670445,0.484232290277322,-0.0448207958067934,0.753202618795588,1.07156737277167,0.454158343163669,-0.0938692752074766,0.719230920313014
"54","2p2qngsy","Without","random",2,0.0645294080958347,0.372853486816085,-0.0199332052307406,0.533455705362849,0.146240707896105,0.375504107351443,0.0196144066539409,0.535197020640524
"55","2p2qngsy","Without","opposite",2,-0.0837282699534769,0.285057497324787,-0.467987030664473,0.551666678209294,-0.21205837341174,0.285706220404011,-0.0213831125982915,0.544027356941051
"56","2p2qngsy","Without","bluebias",2,0.380963547059999,0.395398085516297,-0.0637585048024735,0.665686961688337,0.430013248592948,0.40216363717738,-0.0413752233467622,0.669124773647254
"57","2wbdhcfa","Without","helpful",1,0.58963460792481,0.415948693308163,-0.0705540880325681,0.570010040636877,0.567399525344145,0.411501744617321,-0.11018489106985,0.568138700165858
"58","2wbdhcfa","Without","random",1,0.711936752382606,0.485822704372803,0.0825057566078903,0.591384606902323,0.564029312509794,0.46050516248814,-0.101728205554105,0.576523245188134
"59","2wbdhcfa","Without","opposite",1,-0.165035485638064,0.267694067255476,0.0295367591068663,0.539976383007063,-0.161542299141787,0.273608625055393,0.494056189855962,0.556783699881062
"60","2wbdhcfa","Without","bluebias",1,0.676639336168832,0.53350478367319,-0.540590504842916,0.880976145720833,0.403058324655586,0.473678006148572,-0.125426708155387,0.792411706240521
"61","2wbdhcfa","Without","helpful",2,0.721902851961246,0.403090767737686,-0.110669714313104,0.597890474270913,0.630863367699893,0.389664006281211,-0.156562394140074,0.583963366850442
"62","2wbdhcfa","Without","random",2,0.615362464127609,0.517066752017365,0.0958885558597324,0.557154426148423,0.310568986815139,0.482599264461194,0.0146202917505587,0.540065169391895
"63","2wbdhcfa","Without","opposite",2,-0.462418401234648,0.322572608347662,0.186655174569772,0.572318697381839,-0.782102062413411,0.391865227401617,0.00246817022293143,0.627880330736639
"64","2wbdhcfa","Without","bluebias",2,0.866967281320408,0.480869594190465,-1.24784825954354,0.942428926740753,0.418294779204853,0.374960783952312,-0.469207385277978,0.729354726498564
"65","3bjhzu16","Without","helpful",1,1.14940861842178,0.529638649469682,0.179015012644561,0.703134543087476,0.714330251182344,0.39426068640276,0.246074704205822,0.626628091592161
"66","3bjhzu16","Without","random",1,0.268483046915742,0.479517831810149,0.0296447392482503,0.563672134859352,0.498464836301175,0.512691416078455,0.163014510229358,0.578655711513055
